Overflow Type,Municipality/Facility,NPDES #,Date Discovered,Time Discovered,Days,Hours,Minutes,Location,Zip Code,Latitude,Longitude,Collection-System,Quantity in Gallons (Estimated),Net in Gallons (Estimated),Cause,Receiving waters,County,Penalty Collected Comments,Penalty Collected,Notes
CSO,Allegany County DPW,MD0064707,2/19/2014,1:00:00 PM,0,7,0,002 Wright's Crossing PS,21502,39.3821,-78.5555,Comberland,14700,14700,Precipitation,George's Creek,Allegany County,,,Blank fields = No Information Submitted
CSO,Allegany County DPW,MD0067407,2/19/2014,1:00:00 PM,0,7,0,003 Grahamtown,21532,39.3821,-78.5555,Comberland,14700,14700,Precipiation,George's Creek,Allegany County,,,None
CSO,Allegany County DPW,MD0064707,2/19/2014,1:00:00 PM,0,7,0,003 Wright's Crossing PS,21502,39.3821,-78.5555,Comberland,14700,14700,Precipitation,George's Creek,Allegany County,,,Blank fields = No Information Submitted
CSO,LaVale,MD0065747,2/19/2014,2:00:00 PM,7,2,0,001 Lavale PS,21532,37.57915,-81.528286,Cumberland,17976100,17976100,Pipe Breakage,Braddock Run,Allegany County,,,Blank fields = No Information Submitted
CSO,LaVale,MD0067547,2/19/2014,2:00:00 PM,0,2,0,001 LaVale sewage pumping station,21540,37.57914957,-81.52828562,Cumberland,17976100,17976100,Precipitation,Braddock Run,Allegany County,,,Blank fields = No Information Submitted
CSO,Allegany County DPW,MD0064707,2/20/2014,4:00:00 PM,0,3,30,002 Braddock Estates,21502,39.3821,-78.5555,Comberland,7350,7350,Rags & Grease,George's Creek,Allegany County,,,Blank fields = No Information Submitted
CSO,Allegany County DPW,MD0067407,2/20/2014,4:00:00 PM,0,3,30,002 Wright's Crossing PS,21532,39.3821,-78.5555,Comberland,7350,7350,Precipitation,George's Creek,Allegany County,,,Blank fields = No Information Submitted
CSO,"Cumberland, City of",MD0021598,2/21/2014,,,,,002 Cumberland WWTP,21502,,,,1212000,1212000,Unknown,Potomac River,Allegany County,,,Blank fields = No Information Submitted
CSO,"Cumberland, City of",MD0021598,2/21/2014,,,,,012 Valley St,21502,39.624063,-78.75584,Cumberland,1000,1000,Precipitation,Wills Creek,Allegany County,,,Blank fields = No Information Submitted
CSO,"Cumberland, City of",MD0021598,2/22/2014,,,,,012 Valley St,21502,39.624063,-78.75584,Cumberland,20200,20200,Rags & Grease,Wills Creek,Allegany County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,2/23/2014,3:09:00 AM,0,6,50,2433 Washington Blvd,21230,,,Patapsco,1207,1207,Grease & Rags,Sanitary Sewer,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,2/24/2014,10:16:00 AM,0,1,24,2113 North Forest Park Ave.,21207,,,,500,500,Unknown,Gwynns Falls,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,2/25/2014,5:55:00 PM,,,,310 Radner Rd,21212,,,,84,84,Rags & Grease,Sanitary Sewer,City of Baltimore,,,Blank fields = No Information Submitted
SSO,WSSC,N/A,2/26/2014,6:59:00 AM,0,1,4,"11 W Ferrington Rd., Accokeek, 00253055800",20607,,,Piscataway WWTP,1120000,1120000,Power Outage,Piscataway Creek,Prince George's County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,2/26/2014,11:50:00 AM,0,0,15,102 South Fagley St,21224,,,Back River,130,130,Grease,none,City of Baltimore,,,Blank fields = No Information Submitted
SSO,WSSC,N/A,2/27/2014,6:15:00 AM,0,5,15,"15418 RW3 Baileys Ln, Silver Spring, MD",20906,,,,158,158,Roots,Northwest Branch,Montgomery County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,2/28/2014,10:30:00 AM,0,1,0,6500 Riverview Ave,21222,,,Back River,60,60,Grease,none,City of Baltimore,,,Blank fields = No Information Submitted
SSO,Kent County DPW,N/A,2/28/2014,,,,,"9066 Fairlee Rd, Chestertown",21620,,,Tollchester,46000,46000,Broken Force - Main,Unknown,Kent County,,2000,Blank fields = No Information Submitted
SSO,WSSC,N/A,3/1/2014,9:45:00 AM,0,5,8,"1000 Minna Ave, Capital Heights, MD",20743,,,,5,5,Excessive Flow,Beaverdam Branch,Prince George's County,,,Blank fields = No Information Submitted
SSO,WSSC,N/A,3/1/2014,11:14:00 AM,0,5,16,"6120-30 Executive Blvd, Rockville, MD - MH # 07091159",20852,,,,15810,15810,Roots,Cabin John,Montgomery County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/1/2014,4:00:00 PM,0,3,30,3100 Tioga Pkwy,21215,,,Patapsco,0,0,Rags & Trash,Gwynns Falls,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/1/2014,6:40:00 PM,0,1,45,2900 Norfolk Ave,21215,,,Patapsco,375,375,Grease & Trash,Gwynns Falls,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/1/2014,10:30:00 PM,0,0,35,2845 W. North Ave,21216,,,Patapsco,0,0,Rags & Trash,Gwynns Falls,City of Baltimore,,,Evidence of Overflow
SSO,Howard County DPW,N/A,3/2/2014,8:00:00 AM,0,2,54,"8971 Queen Maria Ct, Columbia, MD",21045,39.218616,-76.818992,,1000,1000,Blockage,None,Howard County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/2/2014,4:15:00 PM,0,6,15,"5000 Sunny Lane, MH # 523441031",,,,,1125,1125,Roots & grease,Jones Falls,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/2/2014,7:00:00 PM,0,0,45,3601 Pinkney Rd,21215,,,Patapsco,45,45,"Rags, Roots & Trash",None,city of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/3/2014,4:30:00 PM,0,3,0,5906 Edna Ave,21214,,,,90,90,Rags & Grease,Herring Run,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/4/2014,7:30:00 PM,0,1,0,5315 Wendley Rd,21229,,,,0,0,Rags & Grease,None,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/5/2014,11:52:00 AM,0,2,8,1317 Lemmon St,21223,,,Back River,0,0,unknown,None,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/5/2014,1:01:00 PM,0,2,57,4530 Fairfax Rd,21216,,,Patapsco,0,0,Roots,Gwynns Falls,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/5/2014,,,,,2001 East 20th Street,21218,,,,0,0,Rags & Debris,None,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/6/2014,10:13:00 AM,0,1,0,5800 Bowleys Lane,21206,,,Herring Run,0,0,Grease,Herring Run,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/6/2014,11:40:00 AM,,,,408 W. 28th Street,21211,,,,0,0,unknown,None,city of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/6/2014,1:00:00 PM,0,1,45,125 N. Ann Street,21231,,,Back River,315,315,"Rags, Grease & Trash",Inner Harbor,City of Baltimore,,,Blank fields = No Information Submitted
SSO,WSSC,N/A,3/6/2014,1:41:00 PM,0,4,9,"9302 Hilltop Ct, MH # 17010003",20708,,,,2490,2490,Grease,Patuxent River,Prince George's County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/6/2014,6:00:00 PM,0,0,30,East 33rd & Guilford Ave,21218,,,,15,15,Rags & Grease,Jones Falls,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/6/2014,,,,,4215 Audrey Ave,21225,,,,0,0,Rags & Roots,Unknown,City of Baltimore,,,Evidence of Overflow
SSO,Anne Arundel County DPW,N/A,3/6/2014,,,,,"Southern Middle School WWTP, 5235 Solomons Island Rd",,,,Southern Middle School,1000,1000,Failure of SBR influent pump,None,Anne Arundel County,,,Blank fields = No Information Submitted
SSO,Queen Anne's County Sanitary District,N/A,3/7/2014,5:00:00 PM,0,1,0,"3232 Main Street, Grasonville, MD",,,,,200,200,A piece of concrete debris in the pipe punctured the pipe wall.,None,Queen Anne's County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/7/2014,6:20:00 PM,,,,4309 Erdman Ave,21213,,,,360,360,unknown,Unknown,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/8/2014,2:40:00 AM,,,,1013 Darley Ave,21218,,,,0,0,Roots,Unknown,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/8/2014,12:19:00 PM,0,2,41,Dupont & Greenspring Ave's,21209,,,Patapsco,322,322,Rags,Jones Falls,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/8/2014,1:25:00 PM,,,,1402 Patapsco St,21230,,,Patapsco,0,0,Roots,Unknown,City of Baltimore,,,Evidence of Overflow
CSO,LaVale,MD0067547,3/8/2014,4:00:00 PM,0,4,0,001 Lavale PS,21532,37.57915,-81.528286,Cumberland,270394,270394,Rain & Snow Melt,Braddock Run,Prince George's County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/8/2014,6:16:00 PM,,,,3106 Hamilton Ave,21214,,,,0,0,Roots,Unknown,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/8/2014,,,,,5621 Belair Road,21706,,,,0,0,unknown,None,City of Baltimore,,,Evidence of Overflow
SSO,WSSC,N/A,3/9/2014,10:23:00 AM,0,2,7,"7600 Mason St, Forestville, MD, MH # 14089359",20747,,,,254,254,Grease,Western Branch,Prince George's County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/10/2014,8:45:00 AM,0,1,15,1520 E. Biddle St,21213,,,Back River,0,0,Paper,None,City of Baltimore,,,Evidence of Overflow
SSO,WSSC,N/A,3/10/2014,10:19:00 AM,0,2,4,"1 Ballinger CT, Burtonsville, MD- MH # 02044026",20866,,,,176,176,Roots & grease,Paint Branch,Montgomery County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/10/2014,1:52:00 PM,0,1,30,2905 Whitney Ave,21215,,,Patapsco,90,90,Rags & Roots,None,City of Baltimore,,,Blank fields = No Information Submitted
SSO,WSSC,N/A,3/10/2014,3:53:00 PM,0,1,0,"5504 Windsor Dr, Temple Hills, MD",20748,,,,50,50,Roots,Piscataway Creek,Prince George's County,,,Blank fields = No Information Submitted
CSO,Allegany County DPW,MD0067407,3/10/2014,4:00:00 PM,0,7,30,002 Braddock Estates,21532,39.3821,-78.5555,Comberland,15750,15750,Workers hit line,George's Creek,Prince George's County,,,Blank fields = No Information Submitted
CSO,LaVale,MD0067547,3/10/2014,5:00:00 PM,0,8,50,001 Lavale PS,21502,37.57915,-81.528286,Cumberland,340230,340230,Rain and Snow Melt,Braddock Run,Prince George's County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/10/2014,,,,,4510 Penhurst Ave,21215,,,Patapsco,0,0,Roots,None,City of Baltimore,,,Evidence of Overflow
SSO,WSSC,N/A,3/11/2014,8:15:00 AM,1,5,15,"12301 Caldwell Manor Ct, Upper Marlboro, MD",20772,,,,1,1,unknown,Western Branch,Prince George's County,,,Blank fields = No Information Submitted
SSO,WSSC,N/A,3/11/2014,11:57:00 AM,0,2,23,"2401 Mistletoe Pl, Hyattsville, MD MH # 10055010",20783,,,,428,428,Debris,Northwest Branch,Prince George's County,,,Blank fields = No Information Submitted
CSO,Allegany County DPW,MD0067407,3/11/2014,2:00:00 PM,0,10,0,003 Wright's Crossing PS,21502,39.3821,-78.5555,Comberland,21000,21000,Unknown,George's Creek,Prince George's County,,,Blank fields = No Information Submitted
SSO,WSSC,N/A,3/11/2014,4:30:00 PM,0,0,5,630 Birchleaf Ave,20743,,,,3,3,unknown,Beaverdam Branch,Prince George's County,,,Blank fields = No Information Submitted
SSO,WSSC,N/A,3/11/2014,5:00:00 PM,0,5,10,"11 W Ferrington Rd., Accokeek, 00253055800",20607,,,Piscataway WWTP,1550,1550,Leaking Plant Utility Water Line,Piscataway Creek,Prince George's County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/11/2014,6:40:00 PM,0,1,50,931 Wilmington Ave,21223,,,Back River,600,600,Rags & Grease,Middle Branch,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/11/2014,,,,,3424 Elmley Ave,21213,,,,0,0,unknown,None,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/11/2014,,,,,434 S. Hanover St,21201,,,,0,0,Rags & Grease,None,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/11/2014,,,,,508 S. Hanover St,21201,,,,0,0,unknown,None,City of Baltimore,,,Evidence of Overflow
CSO,Allegany County DPW,MD0067407,3/12/2014,1:00:00 PM,0,10,30,003 Braddock Estates,21532,39.3821,-78.5555,Comberland,22050,22050,Excess Flow with Inflow & Infiltration,George's Creek,Allegany County,,,Blank fields = No Information Submitted
SSO,WSSC,N/A,3/13/2014,9:32:00 AM,0,9,38,"401 - 37 Christopher Ave, Gaithersburg, MD - MH # 15019137",20879,,,,1158,1158,Defective Material,Seneca Creek,Montgomery County,,,Blank fields = No Information Submitted
SSO,WSSC,N/A,3/13/2014,10:24:00 AM,,,,"401-37 Christopher Ave, Gaithersburg,MD",,,,,0,0,Heavy rainfall,Seneca Creek,Allegany County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/13/2014,12:25:00 PM,0,2,5,Harper Way & Wright Ave,21205,,,Back River,625,625,"Rags, Grease & Trash",Herring Run,city of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/13/2014,6:00:00 PM,0,0,30,2811 Druid Hill Ave,21215,,,Patapsco,30,30,Rags & Grease,None,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/13/2014,,,,,1438 Cedarcroft Road,21239,,,,0,0,"Paper, Debris and Feces",None,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/13/2014,,,,,315 Overhill Rd,21210,,,,0,0,Roots,None,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/14/2014,11:58:00 AM,0,0,137,2922 Norfolk Ave,21215,,,Patapsco,131,131,Rags & Grease,Gwynns Falls,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/14/2014,,,,,2557 Marbourne Ave,21230,,,Patapsco,0,0,Pipe Break,None,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/15/2014,5:14:00 PM,0,0,10,3416 Garrison Blvd,21215,,,Patapsco,10,10,Rags & Debris,Gwynns Falls,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/15/2014,,,,,625 E. 34th St.,21218,,,,0,0,Unknown,None,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/15/2014,,,,,926 N. Montford Ave,21205,,,,0,0,Pipe Break,None,City of Baltimore,,,Evidence of Overflow
SSO,Baltimore County DPW,N/A,3/16/2014,4:00:00 PM,0,23,5,1131 Susquehanna Ave,21220,,,Back River,4320,4320,Contractor damaged force main while replacing fire hydrant,Frog Mortor Creek,Baltimore County,,,Blank fields = No Information Submitted
SSO,Carroll County DPW,N/A,3/17/2014,12:00:00 PM,,,,4455 North Woods Trail,21079,,,,3000,3000,Malfunction of Pumps,Piney Run,Carroll County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/17/2014,,,,,845 E. Pontiac Ave,21225,,,,0,0,unknown,Unknown,City of Baltimore,,,Evidence of Overflow
SSO,Anne Arundel County DPW,N/A,3/19/2014,9:54:00 AM,0,1,10,875 Harry S. Truman Pkwy,21061,38.98123,-76.58818,,300,300,Sewer Blockage,None,Anne Arundel county,,400,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/19/2014,12:46:00 PM,,,,332 S. Pulaski St,21223,,,Back River,0,0,unknown,Unknown,city of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/19/2014,3:10:00 PM,0,3,20,3304 W. North Ave.,21216,,,,110,110,Roots,Gwynns Falls,city of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/19/2014,8:30:00 PM,0,4,0,3024 Gwynns Falls Pkwy,21216,,,,240,240,Rags & Grease,Gwynns Falls,city of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/19/2014,9:55:00 PM,0,0,50,3012 White Ave,21214,,,Back River,0,0,Roots & Trash,None,city of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/19/2014,,,,,2505 Brookfield Ave,21217,,,,0,0,unknown,None,city of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/19/2014,,,,,5301 Fern Park Ave,21207,,,,0,0,unknown,None,city of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/20/2014,8:50:00 AM,0,2,10,3560 Dudley Ave,21213,,,,0,0,Roots & grease,None,city of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/20/2014,,,,,2840 Sisson St,21211,,,,0,0,unknown,None,city of Baltimore,,,Evidence of Overflow
SSO,WSSC,N/A,3/21/2014,12:35:00 PM,0,1,10,5020 Roseld Ct,20745,,,,70,70,Improper Workmanship,Oxon Run,Prince George's County,,,Blank fields = No Information Submitted
SSO,Anne Arundel County DPW,N/A,3/21/2014,6:34:00 PM,0,2,15,Force Main Break 300 Feet West of 800 North Shore Dr,21060,39.15102,-76.55662,,400,400,Structual Failure,None,Anne Arundel county,,400,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/21/2014,,,,,1040 N. Bentalou St,21216,,,,0,0,Pipe Break,None,city of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/22/2014,10:50:00 AM,0,1,15,4217 Audrey Ave,21225,,,Back River,0,0,Roots & grease,None,city of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/23/2014,10:24:00 AM,0,,109,3024 Gwynns Falls Pkwy,21216,,,,1635,1635,"Rags, Roots & Grease",Gwynns Falls,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/23/2014,5:01:00 PM,0,2,0,2734 W. North Ave,21216,,,,600,600,Rags & Roots,Gwynns Falls,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/23/2014,8:04:00 PM,0,1,53,1810 Harman Ave,21230,,,Patapsco,226,226,Rags & Debris,Middle Branch,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/23/2014,,,,,2102 Homewood Ave,21218,,,,0,0,unknown,Unknown,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/23/2014,,,,,2819 Overland Ace,21214,,,,0,0,unknown,None,city of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/23/2014,,,,,3403 Parkside Dr,21214,,,,0,0,Rags & Grease,None,city of Baltimore,,,Evidence of Overflow
SSO,WSSC,N/A,3/24/2014,8:21:00 AM,0,3,39,13113 Water Fowl Way,20774,,,,50,50,unknown,Western Branch,Prince George's County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/24/2014,10:13:00 AM,0,4,42,1800 Etting St,21217,,,Patapsco,0,0,Grease,Gwynns Falls,city of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/24/2014,11:04:00 AM,0,3,59,4545 N. Charles St,21210,,,,0,0,Roots,Jones Falls,city of Baltimore,,,Evidence of Overflow
SSO,WSSC,N/A,3/24/2014,11:47:00 AM,1,0,17,3803 RW Cottage Terr,20722,,,,742,742,Roots,Anacostia River,Prince George's County,,,Blank fields = No Information Submitted
SSO,WSSC,N/A,3/24/2014,1:13:00 PM,0,7,2,146 Pettit Way,20854,,,,1687,1687,Roots,Muddy Branch,Montgomery County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/24/2014,5:44:00 PM,0,4,58,332 S. Pulaski St,21223,,,Back River,0,0,Rags,Unknown,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/24/2014,,,,,1302 Chesapeake Ave,21226,,,Patapsco,0,0,Rags,Unknown,city of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/24/2014,,,,,9 N. Wheeler Ave.,21215,,,Patapsco,0,0,Rags & Roots,Unknown,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/26/2014,9:41:00 AM,0,0,109,6200 The Alameda,21239,,,,545,545,Rags & Grease,Herring Run,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/26/2014,4:15:00 PM,0,0,20,8201 Eastern Ave,21224,,,Back River,975000,975000,Contractor Error,Back River,Baltimore County,,,Blank fields = No Information Submitted
SSO,Baltimore County DPW,N/A,3/26/2014,5:01:00 PM,0,5,6,4835 Hollins Ferry & Halethorpe Farms Roads,21227,39.223719,-76.692023,Patapsco,6000,6000,Damaged Pipe,Herbert Run,Baltimore County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/27/2014,10:01:00 AM,,,,3020 Liberty Heights Ave,21215,,,Patapsco,0,0,"Pipe Break, Rocks",Gwynns Falls,City of Baltimore,,,Evidence of Overflow
SSO,City of Baltimore,N/A,3/27/2014,10:28:00 AM,0,1,12,2324 W. Fayette Street,21223,,,Back River,87,87,Pipe Break,Gwynns Falls,City of Baltimore,,,Blank fields = No Information Submitted
SSO,Anne Arundel County DPW,N/A,3/27/2014,10:30:00 AM,0,1,0,7202 Marley Neck Blvd,,39.17796,-76.56485,,100,100,Mechanical Failure,Cox Creek,Anne Arundel county,,400,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/27/2014,,,,,2616 Talbot Rd,21216,,,,0,0,Rags & Roots,Unknown,City of Baltimore,,,Evidence of Overflow
SSO,Baltimore County DPW,N/A,3/28/2014,1:19:00 PM,0,5,30,"1197 Granville Rd., MH # 12864",21207,39.2975,-76.7162,Patapsco,2500,2500,Roots,Dead Run,Baltimore County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,3/28/2014,,,,,1945 W. Lafayette Ave,21217,,,,0,0,Grease,None,city of Baltimore,,,Evidence of Overflow
CSO,LaVale,MD0067547,3/29/2014,8:15:00 AM,0,4,45,001 Lavale PS,21502,37.57915,-81.528286,Cumberland,365450,365450,I/I,Braddock Run,Allegany County,,,Blank fields = No Information Submitted
CSO,Allegany County DPW,MD0067407,3/29/2014,5:00:00 PM,0,19,0,003 Braddock Estates,21502,39.3821,-78.5555,Comberland,39900,39900,Rain and Snow Melt,George's Creek,Allegany County,,,Blank fields = No Information Submitted
CSO,Allegany County DPW,MD0067407,3/29/2014,5:00:00 PM,0,19,0,003 Wright's Crossing PS,21502,39.3821,-78.5555,Comberland,39900,39900,Rain and Snow Melt,George's Creek,Allegany County,,,Blank fields = No Information Submitted
SSO,Allegany County DPW,N/A,3/29/2014,8:00:00 PM,0,3,0,"Bedford Road Sanitary District, Mill Run Pump Station, Cumberland",21502,39.3821,-78.5555,Cumberland,6300,6300,Snow Melt and Rain,Pea Vine Run,Allegany County,,,Blank fields = No Information Submitted
CSO,"Cumberland, City of",MD0021598,3/29/2014,,,,,002 Cumberland WWTP,21502,39.624063,-78.75584,Cumberland,1281600,1281600,Precipitation,Potomac River,Allegany County,,,Blank fields = No Information Submitted
CSO,"Cumberland, City of",MD0021598,3/29/2014,,,,,003 Mill Race PS,21502,39.624063,-78.75584,Cumberland,393000,393000,Precipitation,Potomac River,Allegany County,,,Blank fields = No Information Submitted
